,pred
4538,576.2702026367188
4539,589.4929809570312
4540,574.9494018554688
4541,588.1033935546875
4542,580.2740478515625
4543,589.57666015625
4544,581.2844848632812
4545,588.568115234375
4546,574.3914184570312
4547,586.9188232421875
4548,579.0206909179688
4549,586.8956298828125
4550,586.3575439453125
4551,573.4842529296875
4552,593.2572021484375
4553,557.152099609375
4554,591.1259155273438
4555,581.1008911132812
4556,592.1303100585938
4557,574.7200317382812
4558,592.0078735351562
4559,578.9462280273438
4560,590.6748657226562
4561,577.512451171875
4562,594.9771118164062
4563,557.6713256835938
4564,593.4078369140625
4565,559.2222290039062
4566,595.7108154296875
4567,559.2280883789062
4568,594.080078125
4569,559.4935913085938
4570,591.1007080078125
4571,580.5776977539062
4572,591.7438354492188
4573,586.9476318359375
4574,579.7764892578125
4575,592.1680297851562
4576,580.5346069335938
4577,592.362060546875
4578,581.2980346679688
4579,593.1361694335938
4580,571.0270385742188
4581,593.838134765625
4582,571.5013427734375
4583,594.214599609375
4584,591.654541015625
4585,580.8801879882812
4586,592.8900146484375
4587,558.3668823242188
4588,589.0140380859375
4589,581.191650390625
4590,588.43603515625
4591,581.1039428710938
4592,589.3873291015625
4593,582.5850219726562
4594,601.5034790039062
4595,586.460693359375
4596,577.5252685546875
4597,589.5101928710938
4598,579.1063842773438
4599,588.1199951171875
4600,578.2064208984375
4601,586.7565307617188
4602,579.00390625
4603,588.9639892578125
4604,577.7982788085938
4605,594.6259765625
4606,591.1650390625
4607,582.9557495117188
4608,596.3609619140625
4609,587.7686767578125
4610,582.2977294921875
4611,593.8564453125
4612,585.0118408203125
4613,582.2052612304688
4614,589.7235107421875
4615,582.023193359375
4616,601.0631713867188
4617,585.415283203125
4618,580.5584716796875
4619,592.1239013671875
4620,575.2748413085938
4621,591.94140625
4622,580.726318359375
4623,594.5557250976562
4624,586.4876098632812
4625,582.52978515625
4626,595.726806640625
4627,587.757568359375
4628,582.4799194335938
4629,595.2093505859375
4630,586.3683471679688
4631,582.266357421875
4632,593.204345703125
4633,593.2291259765625
4634,597.3001708984375
4635,592.3062744140625
4636,576.6549682617188
4637,593.450927734375
4638,586.174560546875
4639,581.1102905273438
4640,594.4546508789062
4641,590.7725830078125
4642,581.30908203125
4643,595.69921875
4644,585.7943115234375
4645,583.4159545898438
4646,590.21240234375
4647,583.5275268554688
4648,591.9697875976562
4649,584.9545288085938
4650,592.5852661132812
4651,587.6190185546875
4652,583.4588623046875
4653,591.5121459960938
4654,583.7412719726562
4655,600.7001953125
4656,594.557861328125
4657,588.529052734375
4658,583.6614990234375
4659,591.3113403320312
4660,586.6560668945312
4661,588.730712890625
4662,587.5186157226562
4663,586.6638793945312
4664,587.87451171875
4665,587.5750732421875
4666,589.0218505859375
4667,588.018310546875
4668,586.6846923828125
4669,588.8661499023438
4670,589.3806762695312
4671,589.3661499023438
4672,589.28564453125
4673,584.5905151367188
4674,593.0633544921875
4675,592.559326171875
4676,600.0405883789062
4677,594.8936157226562
4678,587.4103393554688
4679,578.9721069335938
4680,594.6651611328125
4681,592.6007690429688
4682,585.20654296875
4683,587.6359252929688
4684,588.4400634765625
4685,583.2509765625
4686,594.5175170898438
4687,587.141845703125
4688,582.71337890625
4689,598.703125
4690,588.5230712890625
4691,584.4071655273438
4692,593.342529296875
4693,588.84375
4694,584.7952270507812
4695,593.4729614257812
4696,592.8665771484375
4697,592.4978637695312
4698,594.9703369140625
4699,595.1392822265625
4700,593.595703125
4701,589.8406982421875
4702,584.31640625
4703,597.1494140625
4704,587.1868286132812
4705,582.3667602539062
4706,595.9550170898438
4707,587.2383422851562
4708,583.443359375
4709,591.8126220703125
4710,582.1063232421875
4711,596.5824584960938
4712,588.3756713867188
4713,581.5107421875
4714,593.708740234375
4715,586.7717895507812
4716,581.216552734375
4717,595.422607421875
4718,599.135986328125
4719,597.2188720703125
4720,594.9369506835938
4721,593.525146484375
4722,586.6608276367188
4723,583.0170288085938
4724,595.81201171875
4725,586.6843872070312
4726,583.43017578125
4727,591.9190063476562
4728,583.8651733398438
4729,587.8621826171875
4730,583.0587158203125
4731,595.98486328125
4732,591.1163940429688
4733,583.5050659179688
4734,588.0473022460938
4735,585.0889892578125
4736,581.7571411132812
4737,589.742431640625
4738,576.494384765625
4739,588.491943359375
4740,582.6001586914062
4741,595.37890625
4742,593.173828125
4743,592.6510009765625
4744,589.4218139648438
4745,585.536865234375
4746,581.3095703125
4747,592.4525146484375
4748,583.9080810546875
4749,589.0647583007812
4750,578.9359741210938
4751,585.3817749023438
4752,573.7183227539062
4753,589.5753784179688
4754,579.0713500976562
4755,590.8949584960938
4756,580.9678344726562
4757,593.6116333007812
4758,585.478515625
4759,581.7907104492188
4760,593.877685546875
4761,589.2965087890625
4762,580.424072265625
4763,592.8463745117188
4764,591.6885986328125
4765,587.639404296875
4766,588.4412231445312
4767,579.1194458007812
4768,590.2340698242188
4769,579.1715698242188
4770,590.776123046875
4771,581.3236083984375
4772,592.2882080078125
4773,581.0026245117188
4774,592.0030517578125
4775,575.8136596679688
4776,594.5016479492188
4777,592.9566040039062
4778,590.7113647460938
4779,586.0343627929688
4780,587.0446166992188
4781,585.6746215820312
4782,585.4212036132812
4783,586.1373291015625
4784,589.6415405273438
4785,589.8971557617188
4786,588.4596557617188
4787,588.4571533203125
4788,588.2941284179688
4789,587.1238403320312
4790,586.8670654296875
4791,588.78564453125
4792,586.7615966796875
4793,586.3074951171875
4794,582.3890991210938
4795,596.4048461914062
4796,595.5177001953125
4797,597.0093994140625
4798,595.1801147460938
4799,592.4700317382812
4800,592.69189453125
4801,592.6146850585938
4802,590.8287353515625
4803,585.5764770507812
4804,585.1578979492188
4805,587.3380737304688
4806,586.2929077148438
4807,588.8287963867188
4808,589.602783203125
4809,588.486572265625
4810,588.5108032226562
4811,588.3291015625
4812,586.1624755859375
4813,588.8408203125
4814,586.5216064453125
4815,581.2233276367188
4816,593.73193359375
4817,595.5691528320312
4818,595.4442138671875
4819,598.0089111328125
4820,598.1148071289062
4821,590.6940307617188
4822,589.314697265625
4823,586.6312866210938
4824,585.0802612304688
4825,585.741943359375
4826,586.7113647460938
4827,579.6891479492188
4828,592.25341796875
4829,588.7446899414062
4830,597.2158813476562
4831,593.4926147460938
4832,593.1242065429688
4833,593.9906616210938
4834,592.7789916992188
4835,590.869140625
4836,588.1139526367188
4837,581.3427124023438
4838,590.9000854492188
4839,581.064453125
4840,598.1813354492188
4841,594.3853759765625
4842,589.7737426757812
4843,584.9342651367188
4844,596.6078491210938
4845,584.7703857421875
4846,588.6082153320312
4847,579.0368041992188
4848,591.2791748046875
4849,587.7052001953125
4850,587.0255737304688
4851,595.328369140625
4852,596.9462280273438
4853,595.84130859375
4854,595.0712890625
4855,593.5900268554688
4856,591.6176147460938
4857,588.0256958007812
4858,581.5896606445312
4859,598.8768310546875
4860,596.47509765625
4861,596.9122314453125
4862,598.0958251953125
4863,589.328125
4864,585.268798828125
4865,586.479736328125
4866,585.8602294921875
4867,577.786376953125
4868,592.2817993164062
4869,577.1995849609375
4870,592.712158203125
4871,586.6923828125
4872,587.168701171875
4873,584.4031982421875
4874,603.7688598632812
4875,572.2552490234375
4876,596.3699951171875
4877,587.2838134765625
4878,585.4955444335938
4879,586.1006469726562
4880,586.1416015625
4881,578.7935180664062
4882,590.4163818359375
4883,582.7171020507812
4884,595.4784545898438
4885,587.3977661132812
4886,586.1152954101562
4887,582.8738403320312
4888,589.6676025390625
4889,582.3211059570312
4890,590.365234375
4891,582.7435302734375
4892,566.6700439453125
4893,604.4381103515625
4894,609.6115112304688
4895,605.3877563476562
4896,601.5325317382812
4897,588.5122680664062
4898,584.561767578125
4899,593.2888793945312
4900,589.8251342773438
4901,585.4830322265625
4902,580.4464721679688
4903,598.7728271484375
4904,592.2619018554688
4905,581.6325073242188
4906,598.0731201171875
4907,590.1770629882812
4908,585.8629760742188
4909,586.5888061523438
4910,577.2896118164062
4911,598.7813720703125
4912,590.5470581054688
4913,577.1392822265625
4914,590.3839111328125
4915,585.4326171875
4916,614.5693359375
4917,620.0337524414062
4918,624.0398559570312
4919,617.527099609375
4920,592.9395141601562
4921,592.9498291015625
4922,593.2296142578125
4923,594.7603759765625
4924,593.7241821289062
4925,589.2243041992188
4926,575.548095703125
4927,587.9913330078125
4928,586.0225830078125
4929,586.06787109375
4930,587.575439453125
4931,577.4564208984375
4932,591.2039184570312
4933,586.9254150390625
4934,578.977783203125
4935,600.5321044921875
4936,593.3853759765625
4937,598.2039184570312
4938,592.7130126953125
4939,600.148193359375
4940,593.5020141601562
4941,600.15478515625
4942,593.4592895507812
4943,594.986083984375
4944,592.0822143554688
4945,585.9860229492188
4946,586.526611328125
4947,588.1344604492188
4948,586.0586547851562
4949,585.9270629882812
4950,587.9522094726562
4951,585.8873901367188
4952,577.2274169921875
4953,599.8118286132812
4954,591.6097412109375
4955,578.8114013671875
4956,591.91845703125
4957,557.39306640625
4958,562.5692138671875
4959,576.1399536132812
4960,590.3528442382812
4961,578.0663452148438
4962,573.438232421875
4963,569.2166748046875
4964,569.4850463867188
4965,572.1380004882812
4966,572.39453125
4967,571.1653442382812
4968,567.0161743164062
4969,566.6339721679688
4970,570.9507446289062
4971,599.1011962890625
4972,592.637451171875
4973,592.3839111328125
4974,592.362548828125
4975,586.3233642578125
4976,556.9315795898438
4977,569.1292724609375
4978,570.6229858398438
4979,589.9622192382812
4980,600.0830078125
4981,617.1763916015625
4982,590.30712890625
4983,593.9801025390625
4984,591.7098388671875
4985,594.9454345703125
4986,601.5726928710938
4987,600.1909790039062
4988,602.227294921875
4989,600.7293701171875
4990,600.6167602539062
4991,599.80126953125
4992,601.4447021484375
4993,600.3821411132812
4994,599.6640014648438
4995,599.5482177734375
4996,595.66650390625
4997,595.9025268554688
4998,591.8173828125
4999,555.69287109375
5000,559.9268798828125
5001,621.0144653320312
5002,596.555908203125
5003,593.3427734375
5004,595.6890258789062
5005,591.2588500976562
5006,556.2822875976562
5007,560.140625
5008,561.9456176757812
5009,565.02978515625
5010,572.8399658203125
5011,575.026611328125
5012,572.6753540039062
5013,592.8341064453125
5014,602.8089599609375
5015,592.94482421875
5016,594.754150390625
5017,593.3601684570312
5018,595.2376098632812
5019,593.4412231445312
5020,593.3634643554688
5021,622.6991577148438
5022,618.306396484375
5023,596.726806640625
5024,576.4161376953125
5025,626.2706909179688
5026,590.9782104492188
5027,623.9273681640625
5028,613.5555419921875
5029,590.3575439453125
5030,586.8973999023438
5031,589.0673828125
5032,585.6172485351562
5033,577.025390625
5034,589.1600952148438
5035,577.0760498046875
5036,591.7514038085938
5037,579.4972534179688
5038,591.2451782226562
5039,578.9031372070312
5040,591.2666015625
5041,584.7091674804688
5042,557.49609375
5043,560.672607421875
5044,569.3875122070312
5045,618.7544555664062
5046,597.0174560546875
5047,612.8493041992188
5048,596.3225708007812
5049,577.3722534179688
5050,635.3790283203125
5051,603.7759399414062
5052,605.1725463867188
5053,606.3975830078125
5054,608.518798828125
5055,607.54931640625
5056,611.036865234375
5057,604.0740966796875
5058,612.7514038085938
5059,609.306884765625
5060,610.855712890625
5061,606.8172607421875
5062,633.2647705078125
5063,628.3419189453125
5064,623.9496459960938
5065,625.0164794921875
5066,623.748779296875
5067,623.5574951171875
5068,603.3677978515625
5069,591.6885375976562
5070,600.957275390625
5071,608.8742065429688
5072,601.36767578125
5073,600.3215942382812
5074,601.6882934570312
5075,610.8429565429688
5076,601.924072265625
5077,600.0321044921875
5078,609.3357543945312
5079,607.3016967773438
5080,607.6276245117188
5081,605.8541259765625
5082,611.2494506835938
5083,631.1328735351562
5084,629.190185546875
5085,625.226806640625
5086,625.1558837890625
5087,625.0689086914062
5088,624.7261962890625
5089,625.2371826171875
5090,604.8946533203125
5091,591.960693359375
5092,606.1762084960938
5093,610.6282958984375
5094,604.8331909179688
5095,611.6410522460938
5096,602.588134765625
5097,605.3338012695312
5098,613.5322875976562
5099,612.1580200195312
5100,611.2256469726562
5101,606.045654296875
5102,596.8776245117188
5103,601.8228149414062
5104,601.7998046875
5105,627.1937255859375
5106,624.864013671875
5107,621.2254638671875
5108,619.3864135742188
5109,628.0454711914062
5110,605.4817504882812
5111,587.19775390625
5112,585.2837524414062
5113,593.4655151367188
5114,608.433837890625
5115,616.6802368164062
5116,616.5657958984375
5117,616.6228637695312
5118,617.6588134765625
5119,619.2825927734375
5120,619.6984252929688
5121,617.2631225585938
5122,619.0205688476562
5123,618.2679443359375
5124,617.7064208984375
5125,614.59912109375
5126,623.3173828125
5127,623.3412475585938
5128,627.1989135742188
5129,606.8473510742188
5130,579.320556640625
5131,575.7657470703125
5132,575.9132080078125
5133,581.23388671875
5134,575.8569946289062
5135,579.678466796875
5136,581.0828247070312
5137,581.2117309570312
5138,582.6821899414062
5139,583.698974609375
5140,582.5449829101562
5141,585.8851318359375
5142,575.4163208007812
5143,579.2291870117188
5144,579.1776733398438
5145,583.4363403320312
5146,610.1766357421875
5147,615.8421020507812
5148,624.0755004882812
5149,608.0792236328125
5150,607.3291625976562
5151,601.6412963867188
5152,626.6520385742188
5153,625.3919677734375
5154,616.8458862304688
5155,601.3927612304688
5156,588.328857421875
5157,589.4501953125
5158,587.1331176757812
5159,587.999755859375
5160,590.6004028320312
5161,588.6146850585938
5162,587.8487548828125
5163,589.5951538085938
5164,588.62451171875
5165,591.072021484375
5166,581.760009765625
5167,614.8113403320312
5168,595.318115234375
5169,595.1849975585938
5170,605.2578735351562
5171,630.0390014648438
5172,623.2862548828125
5173,622.8151245117188
5174,622.4205322265625
5175,623.7847900390625
5176,626.222412109375
5177,621.5794067382812
5178,616.88037109375
5179,619.5289916992188
5180,623.1055297851562
5181,631.9658203125
5182,636.5106201171875
5183,638.5956420898438
5184,637.7578735351562
5185,627.070556640625
5186,622.3746948242188
5187,636.279052734375
5188,613.9795532226562
5189,602.0463256835938
5190,600.9622802734375
5191,607.3534545898438
5192,628.768310546875
5193,639.49853515625
5194,630.00830078125
5195,624.2890014648438
5196,621.1380615234375
5197,623.2793579101562
5198,622.58203125
5199,599.797607421875
5200,604.2991943359375
5201,607.1701049804688
5202,608.791015625
5203,607.880859375
5204,628.8681030273438
5205,627.666748046875
5206,614.6517333984375
5207,608.9631958007812
5208,611.1448974609375
5209,610.452880859375
5210,612.542724609375
5211,612.1071166992188
5212,612.2096557617188
5213,605.3448486328125
5214,596.158447265625
5215,597.5253295898438
5216,599.7396850585938
5217,607.7802734375
5218,608.9674682617188
5219,601.5134887695312
5220,565.2199096679688
5221,567.9131469726562
5222,582.45458984375
5223,602.9374389648438
5224,632.4016723632812
5225,632.7388305664062
5226,628.0079956054688
5227,607.9884033203125
5228,609.9108276367188
5229,610.006103515625
5230,605.99169921875
5231,604.7052001953125
5232,600.8880004882812
5233,592.43994140625
5234,593.5244750976562
5235,597.8929443359375
5236,611.7791748046875
5237,607.7598876953125
5238,605.7692260742188
5239,606.4802856445312
5240,604.5682373046875
5241,576.4356689453125
5242,570.2042236328125
5243,581.1076049804688
5244,576.1170654296875
5245,588.25244140625
5246,592.3816528320312
5247,603.680908203125
5248,606.8013305664062
5249,608.1834716796875
5250,603.9653930664062
5251,602.0204467773438
5252,601.0401611328125
5253,592.4073486328125
5254,594.40673828125
5255,586.770751953125
5256,570.7529907226562
5257,574.3319702148438
5258,589.95654296875
5259,583.5499877929688
5260,591.7606811523438
5261,594.4487915039062
5262,599.0516357421875
5263,593.74951171875
5264,591.8096313476562
5265,562.042236328125
5266,566.1121215820312
5267,562.0656127929688
5268,559.531494140625
5269,570.85498046875
5270,572.2384643554688
5271,563.0166015625
5272,562.9345703125
5273,563.5435791015625
5274,562.834228515625
5275,572.4264526367188
5276,573.4512939453125
5277,573.052490234375
5278,556.4966430664062
5279,577.6057739257812
5280,575.6200561523438
5281,614.6195678710938
5282,593.48876953125
5283,596.5516357421875
5284,615.5090942382812
5285,589.7373046875
5286,557.4158935546875
5287,570.9765014648438
5288,581.4097290039062
5289,581.6212158203125
5290,580.7369384765625
5291,582.4047241210938
5292,570.5321044921875
5293,568.6205444335938
5294,569.2919311523438
